============================================================
Log started at: 20251215_200711
Log file: sudoku_ga_log_20251215_200711.txt
============================================================

==================== EXPERIMENT CONFIGURATION ====================
Sudoku File:          .\computacion_evolutiva_1\sencillo.txt
Algorithm Runs:       1
Population Size:      100
Mutation Rate:        0.01
Elite Size:           5
Crossover Rate:       0.9
Crossover Type:       single_point
Elitism Replacement:  worst
================================================================

Loading board from .\computacion_evolutiva_1\sencillo.txt...
Initial Board:
0 0 0 | 0 3 0 | 0 0 4 
0 9 0 | 4 0 6 | 0 7 0 
0 5 0 | 0 0 0 | 3 8 0 
---------------------
0 0 0 | 0 7 8 | 0 0 3 
3 0 0 | 0 0 0 | 6 9 0 
5 4 0 | 6 0 0 | 0 2 0 
---------------------
7 0 5 | 0 2 4 | 0 0 0 
9 8 4 | 0 6 5 | 2 0 0 
0 2 6 | 0 8 0 | 0 0 9 

Starting Mutation Rate Sweep: [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7]
Runs per rate: 10

########################################
### TESTING MUTATION RATE: 0.1 ###
########################################

--- Mutation 0.1 | Run 1/10 ---
Gen 880: Best Fitness = 27.00 | Avg Fitness = 57.92
Gen 890: Best Fitness = 27.00 | Avg Fitness = 60.10
Gen 900: Best Fitness = 27.00 | Avg Fitness = 58.25
Gen 910: Best Fitness = 27.00 | Avg Fitness = 59.84
Gen 920: Best Fitness = 27.00 | Avg Fitness = 59.53
Gen 930: Best Fitness = 27.00 | Avg Fitness = 58.41
Gen 940: Best Fitness = 27.00 | Avg Fitness = 57.07
Gen 950: Best Fitness = 27.00 | Avg Fitness = 59.31
Gen 960: Best Fitness = 27.00 | Avg Fitness = 59.28
Gen 970: Best Fitness = 27.00 | Avg Fitness = 58.12
Gen 980: Best Fitness = 27.00 | Avg Fitness = 62.14
Gen 990: Best Fitness = 27.00 | Avg Fitness = 59.04
Max generations reached.
Run Finished. Final Fitness: 27.0

--- Mutation 0.4 | Run 5/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 39.00 | Avg Fitness = 65.70
Gen 10: Best Fitness = 34.00 | Avg Fitness = 60.53
Gen 20: Best Fitness = 32.00 | Avg Fitness = 60.90
Gen 30: Best Fitness = 32.00 | Avg Fitness = 59.52
Gen 40: Best Fitness = 32.00 | Avg Fitness = 58.10
Gen 50: Best Fitness = 32.00 | Avg Fitness = 60.53
Gen 60: Best Fitness = 30.00 | Avg Fitness = 60.71
Gen 70: Best Fitness = 30.00 | Avg Fitness = 59.63
Gen 80: Best Fitness = 30.00 | Avg Fitness = 60.16
Gen 90: Best Fitness = 30.00 | Avg Fitness = 60.55
Gen 100: Best Fitness = 30.00 | Avg Fitness = 59.53
Gen 110: Best Fitness = 30.00 | Avg Fitness = 59.26
Gen 120: Best Fitness = 27.00 | Avg Fitness = 61.61
Gen 130: Best Fitness = 27.00 | Avg Fitness = 58.93
Gen 140: Best Fitness = 27.00 | Avg Fitness = 60.73
Gen 150: Best Fitness = 27.00 | Avg Fitness = 57.28
Gen 160: Best Fitness = 27.00 | Avg Fitness = 58.81
Gen 170: Best Fitness = 27.00 | Avg Fitness = 58.90
Gen 180: Best Fitness = 27.00 | Avg Fitness = 59.46
Gen 190: Best Fitness = 27.00 | Avg Fitness = 60.35
Gen 200: Best Fitness = 27.00 | Avg Fitness = 59.13
Gen 210: Best Fitness = 27.00 | Avg Fitness = 57.87
Gen 220: Best Fitness = 27.00 | Avg Fitness = 60.57
Gen 230: Best Fitness = 27.00 | Avg Fitness = 59.09
Gen 240: Best Fitness = 27.00 | Avg Fitness = 59.31
Gen 250: Best Fitness = 27.00 | Avg Fitness = 60.06
Gen 260: Best Fitness = 27.00 | Avg Fitness = 59.01
Gen 270: Best Fitness = 27.00 | Avg Fitness = 58.30
Gen 280: Best Fitness = 27.00 | Avg Fitness = 58.21
Gen 290: Best Fitness = 27.00 | Avg Fitness = 59.62
Gen 300: Best Fitness = 27.00 | Avg Fitness = 61.41
Gen 310: Best Fitness = 27.00 | Avg Fitness = 56.69
Gen 320: Best Fitness = 27.00 | Avg Fitness = 59.40
Gen 330: Best Fitness = 27.00 | Avg Fitness = 57.51
Gen 340: Best Fitness = 27.00 | Avg Fitness = 59.95
Gen 350: Best Fitness = 27.00 | Avg Fitness = 60.11
Gen 360: Best Fitness = 27.00 | Avg Fitness = 59.52
Gen 370: Best Fitness = 27.00 | Avg Fitness = 60.58
Gen 380: Best Fitness = 27.00 | Avg Fitness = 59.54
Gen 390: Best Fitness = 27.00 | Avg Fitness = 60.20
Gen 400: Best Fitness = 27.00 | Avg Fitness = 59.17
Gen 410: Best Fitness = 27.00 | Avg Fitness = 59.89
Gen 420: Best Fitness = 27.00 | Avg Fitness = 59.46
Gen 430: Best Fitness = 27.00 | Avg Fitness = 58.37
Gen 440: Best Fitness = 27.00 | Avg Fitness = 59.74
Gen 450: Best Fitness = 27.00 | Avg Fitness = 58.91
Gen 460: Best Fitness = 27.00 | Avg Fitness = 60.05
Gen 470: Best Fitness = 27.00 | Avg Fitness = 58.16
Gen 480: Best Fitness = 27.00 | Avg Fitness = 62.05
Gen 490: Best Fitness = 27.00 | Avg Fitness = 58.05
Gen 500: Best Fitness = 27.00 | Avg Fitness = 59.36
Gen 510: Best Fitness = 27.00 | Avg Fitness = 59.33
Gen 520: Best Fitness = 27.00 | Avg Fitness = 58.93
Gen 530: Best Fitness = 27.00 | Avg Fitness = 57.55
Gen 540: Best Fitness = 27.00 | Avg Fitness = 60.14
Gen 550: Best Fitness = 27.00 | Avg Fitness = 58.01
Gen 560: Best Fitness = 27.00 | Avg Fitness = 57.61
Gen 570: Best Fitness = 27.00 | Avg Fitness = 57.03
Gen 580: Best Fitness = 27.00 | Avg Fitness = 58.40
Gen 590: Best Fitness = 27.00 | Avg Fitness = 61.34
Gen 600: Best Fitness = 27.00 | Avg Fitness = 57.25
Gen 610: Best Fitness = 27.00 | Avg Fitness = 59.68
Gen 620: Best Fitness = 27.00 | Avg Fitness = 59.29
Gen 630: Best Fitness = 27.00 | Avg Fitness = 59.92
Gen 640: Best Fitness = 27.00 | Avg Fitness = 60.99
Gen 650: Best Fitness = 27.00 | Avg Fitness = 60.20
Gen 660: Best Fitness = 27.00 | Avg Fitness = 59.08
Gen 670: Best Fitness = 27.00 | Avg Fitness = 60.04
Gen 680: Best Fitness = 27.00 | Avg Fitness = 61.18
Gen 690: Best Fitness = 27.00 | Avg Fitness = 58.92
Gen 700: Best Fitness = 27.00 | Avg Fitness = 58.62
Gen 710: Best Fitness = 27.00 | Avg Fitness = 58.65
Gen 720: Best Fitness = 27.00 | Avg Fitness = 60.89
Gen 730: Best Fitness = 27.00 | Avg Fitness = 57.70
Gen 740: Best Fitness = 27.00 | Avg Fitness = 57.95
Gen 750: Best Fitness = 27.00 | Avg Fitness = 58.83
Gen 760: Best Fitness = 27.00 | Avg Fitness = 59.46
Gen 770: Best Fitness = 27.00 | Avg Fitness = 60.64
Gen 780: Best Fitness = 27.00 | Avg Fitness = 58.36
Gen 790: Best Fitness = 27.00 | Avg Fitness = 59.37
Gen 800: Best Fitness = 27.00 | Avg Fitness = 58.00
Gen 810: Best Fitness = 27.00 | Avg Fitness = 58.84
Gen 820: Best Fitness = 27.00 | Avg Fitness = 59.51
Gen 830: Best Fitness = 27.00 | Avg Fitness = 61.66
Gen 840: Best Fitness = 27.00 | Avg Fitness = 60.22
Gen 850: Best Fitness = 27.00 | Avg Fitness = 62.44
Gen 860: Best Fitness = 27.00 | Avg Fitness = 59.97
Gen 870: Best Fitness = 27.00 | Avg Fitness = 60.59
Gen 880: Best Fitness = 27.00 | Avg Fitness = 59.83
Gen 890: Best Fitness = 27.00 | Avg Fitness = 61.80
Gen 900: Best Fitness = 27.00 | Avg Fitness = 59.61
Gen 910: Best Fitness = 27.00 | Avg Fitness = 61.06
Gen 920: Best Fitness = 27.00 | Avg Fitness = 61.97
Gen 930: Best Fitness = 27.00 | Avg Fitness = 59.60
Gen 940: Best Fitness = 27.00 | Avg Fitness = 58.83
Gen 950: Best Fitness = 27.00 | Avg Fitness = 59.37
Gen 960: Best Fitness = 27.00 | Avg Fitness = 58.28
Gen 970: Best Fitness = 27.00 | Avg Fitness = 61.25
Gen 980: Best Fitness = 27.00 | Avg Fitness = 60.59
Gen 990: Best Fitness = 27.00 | Avg Fitness = 58.99
Max generations reached.
Run Finished. Final Fitness: 27.0

--- Mutation 0.4 | Run 6/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 45.00 | Avg Fitness = 66.84
Gen 10: Best Fitness = 35.00 | Avg Fitness = 58.68
Gen 20: Best Fitness = 35.00 | Avg Fitness = 60.76
Gen 30: Best Fitness = 35.00 | Avg Fitness = 60.86
Gen 40: Best Fitness = 35.00 | Avg Fitness = 60.03
Gen 50: Best Fitness = 25.00 | Avg Fitness = 58.75
Gen 60: Best Fitness = 25.00 | Avg Fitness = 58.74
Gen 70: Best Fitness = 25.00 | Avg Fitness = 57.80
Gen 80: Best Fitness = 25.00 | Avg Fitness = 59.75
Gen 90: Best Fitness = 25.00 | Avg Fitness = 59.62
Gen 100: Best Fitness = 25.00 | Avg Fitness = 58.70
Gen 110: Best Fitness = 25.00 | Avg Fitness = 58.51
Gen 120: Best Fitness = 25.00 | Avg Fitness = 61.02
Gen 130: Best Fitness = 25.00 | Avg Fitness = 59.77
Gen 140: Best Fitness = 25.00 | Avg Fitness = 58.85
Gen 150: Best Fitness = 25.00 | Avg Fitness = 58.86
Gen 160: Best Fitness = 25.00 | Avg Fitness = 57.87
Gen 170: Best Fitness = 25.00 | Avg Fitness = 58.84
Gen 180: Best Fitness = 25.00 | Avg Fitness = 60.63
Gen 190: Best Fitness = 25.00 | Avg Fitness = 57.30
Gen 200: Best Fitness = 25.00 | Avg Fitness = 59.49
Gen 210: Best Fitness = 25.00 | Avg Fitness = 59.55
Gen 220: Best Fitness = 25.00 | Avg Fitness = 57.29
Gen 230: Best Fitness = 25.00 | Avg Fitness = 60.23
Gen 240: Best Fitness = 25.00 | Avg Fitness = 58.57
Gen 250: Best Fitness = 25.00 | Avg Fitness = 57.49
Gen 260: Best Fitness = 25.00 | Avg Fitness = 59.98
Gen 270: Best Fitness = 25.00 | Avg Fitness = 58.15
Gen 280: Best Fitness = 25.00 | Avg Fitness = 55.91
Gen 290: Best Fitness = 25.00 | Avg Fitness = 59.74
Gen 300: Best Fitness = 25.00 | Avg Fitness = 58.14
Gen 310: Best Fitness = 25.00 | Avg Fitness = 61.25
Gen 320: Best Fitness = 25.00 | Avg Fitness = 58.88
Gen 330: Best Fitness = 25.00 | Avg Fitness = 60.37
Gen 340: Best Fitness = 25.00 | Avg Fitness = 58.93
Gen 350: Best Fitness = 25.00 | Avg Fitness = 60.68
Gen 360: Best Fitness = 25.00 | Avg Fitness = 57.61
Gen 370: Best Fitness = 25.00 | Avg Fitness = 58.25
Gen 380: Best Fitness = 25.00 | Avg Fitness = 57.72
Gen 390: Best Fitness = 25.00 | Avg Fitness = 59.07
Gen 400: Best Fitness = 25.00 | Avg Fitness = 58.26
Gen 410: Best Fitness = 25.00 | Avg Fitness = 59.47
Gen 420: Best Fitness = 25.00 | Avg Fitness = 58.24
Gen 430: Best Fitness = 25.00 | Avg Fitness = 58.29
Gen 440: Best Fitness = 25.00 | Avg Fitness = 57.65
Gen 450: Best Fitness = 25.00 | Avg Fitness = 59.61
Gen 460: Best Fitness = 25.00 | Avg Fitness = 58.71
Gen 470: Best Fitness = 25.00 | Avg Fitness = 56.07
Gen 480: Best Fitness = 25.00 | Avg Fitness = 61.34
Gen 490: Best Fitness = 25.00 | Avg Fitness = 60.57
Gen 500: Best Fitness = 25.00 | Avg Fitness = 58.71
Gen 510: Best Fitness = 25.00 | Avg Fitness = 60.34
Gen 520: Best Fitness = 25.00 | Avg Fitness = 59.48
Gen 530: Best Fitness = 25.00 | Avg Fitness = 58.24
Gen 540: Best Fitness = 25.00 | Avg Fitness = 58.96
Gen 550: Best Fitness = 25.00 | Avg Fitness = 59.84
Gen 560: Best Fitness = 25.00 | Avg Fitness = 58.38
Gen 570: Best Fitness = 25.00 | Avg Fitness = 57.64
Gen 580: Best Fitness = 25.00 | Avg Fitness = 59.99
Gen 590: Best Fitness = 25.00 | Avg Fitness = 59.93
Gen 600: Best Fitness = 25.00 | Avg Fitness = 59.16
Gen 610: Best Fitness = 25.00 | Avg Fitness = 56.60
Gen 620: Best Fitness = 25.00 | Avg Fitness = 58.78
Gen 630: Best Fitness = 25.00 | Avg Fitness = 60.05
Gen 640: Best Fitness = 25.00 | Avg Fitness = 57.92
Gen 650: Best Fitness = 25.00 | Avg Fitness = 59.12
Gen 660: Best Fitness = 25.00 | Avg Fitness = 60.54
Gen 670: Best Fitness = 25.00 | Avg Fitness = 61.01
Gen 680: Best Fitness = 25.00 | Avg Fitness = 58.06
Gen 690: Best Fitness = 25.00 | Avg Fitness = 59.12
Gen 700: Best Fitness = 25.00 | Avg Fitness = 57.85
Gen 710: Best Fitness = 25.00 | Avg Fitness = 58.77
Gen 720: Best Fitness = 25.00 | Avg Fitness = 58.31
Gen 730: Best Fitness = 25.00 | Avg Fitness = 58.23
Gen 740: Best Fitness = 25.00 | Avg Fitness = 59.11
Gen 750: Best Fitness = 25.00 | Avg Fitness = 58.38
Gen 760: Best Fitness = 25.00 | Avg Fitness = 59.10
Gen 770: Best Fitness = 25.00 | Avg Fitness = 61.17
Gen 780: Best Fitness = 25.00 | Avg Fitness = 59.37
Gen 790: Best Fitness = 25.00 | Avg Fitness = 55.88
Gen 800: Best Fitness = 25.00 | Avg Fitness = 57.45
Gen 810: Best Fitness = 25.00 | Avg Fitness = 58.33
Gen 820: Best Fitness = 25.00 | Avg Fitness = 57.00
Gen 830: Best Fitness = 25.00 | Avg Fitness = 60.52
Gen 840: Best Fitness = 25.00 | Avg Fitness = 60.28
Gen 850: Best Fitness = 25.00 | Avg Fitness = 57.85
Gen 860: Best Fitness = 25.00 | Avg Fitness = 58.27
Gen 870: Best Fitness = 25.00 | Avg Fitness = 60.87
Gen 880: Best Fitness = 25.00 | Avg Fitness = 57.84
Gen 890: Best Fitness = 25.00 | Avg Fitness = 58.46
Gen 900: Best Fitness = 25.00 | Avg Fitness = 59.98
Gen 910: Best Fitness = 25.00 | Avg Fitness = 58.56
Gen 920: Best Fitness = 25.00 | Avg Fitness = 60.52
Gen 930: Best Fitness = 25.00 | Avg Fitness = 57.77
Gen 940: Best Fitness = 25.00 | Avg Fitness = 61.65
Gen 950: Best Fitness = 25.00 | Avg Fitness = 61.25
Gen 960: Best Fitness = 25.00 | Avg Fitness = 59.02
Gen 970: Best Fitness = 25.00 | Avg Fitness = 60.29
Gen 980: Best Fitness = 25.00 | Avg Fitness = 61.05
Gen 990: Best Fitness = 25.00 | Avg Fitness = 58.17
Max generations reached.
Run Finished. Final Fitness: 25.0

--- Mutation 0.4 | Run 7/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 43.00 | Avg Fitness = 66.27
Gen 10: Best Fitness = 31.00 | Avg Fitness = 58.33
Gen 20: Best Fitness = 30.00 | Avg Fitness = 59.19
Gen 30: Best Fitness = 30.00 | Avg Fitness = 58.50
Gen 40: Best Fitness = 30.00 | Avg Fitness = 58.30
Gen 50: Best Fitness = 30.00 | Avg Fitness = 59.31
Gen 60: Best Fitness = 30.00 | Avg Fitness = 62.33
Gen 70: Best Fitness = 30.00 | Avg Fitness = 60.59
Gen 80: Best Fitness = 30.00 | Avg Fitness = 59.03
Gen 90: Best Fitness = 30.00 | Avg Fitness = 59.90
Gen 100: Best Fitness = 26.00 | Avg Fitness = 59.09
Gen 110: Best Fitness = 26.00 | Avg Fitness = 59.33
Gen 120: Best Fitness = 26.00 | Avg Fitness = 58.32
Gen 130: Best Fitness = 26.00 | Avg Fitness = 59.03
Gen 140: Best Fitness = 26.00 | Avg Fitness = 59.04
Gen 150: Best Fitness = 26.00 | Avg Fitness = 58.90
Gen 160: Best Fitness = 26.00 | Avg Fitness = 59.84
Gen 170: Best Fitness = 26.00 | Avg Fitness = 59.06
Gen 180: Best Fitness = 26.00 | Avg Fitness = 60.60
Gen 190: Best Fitness = 26.00 | Avg Fitness = 59.90
Gen 200: Best Fitness = 26.00 | Avg Fitness = 59.41
Gen 210: Best Fitness = 26.00 | Avg Fitness = 59.67
Gen 220: Best Fitness = 26.00 | Avg Fitness = 58.36
Gen 230: Best Fitness = 26.00 | Avg Fitness = 59.73
Gen 240: Best Fitness = 26.00 | Avg Fitness = 59.27
Gen 250: Best Fitness = 26.00 | Avg Fitness = 58.82
Gen 260: Best Fitness = 26.00 | Avg Fitness = 59.32
Gen 270: Best Fitness = 26.00 | Avg Fitness = 58.48
Gen 280: Best Fitness = 26.00 | Avg Fitness = 56.60
Gen 290: Best Fitness = 26.00 | Avg Fitness = 58.90
Gen 300: Best Fitness = 26.00 | Avg Fitness = 57.71
Gen 310: Best Fitness = 26.00 | Avg Fitness = 60.45
Gen 320: Best Fitness = 26.00 | Avg Fitness = 60.00
Gen 330: Best Fitness = 26.00 | Avg Fitness = 58.30
Gen 340: Best Fitness = 26.00 | Avg Fitness = 58.79
Gen 350: Best Fitness = 26.00 | Avg Fitness = 60.07
Gen 360: Best Fitness = 26.00 | Avg Fitness = 56.13
Gen 370: Best Fitness = 26.00 | Avg Fitness = 59.94
Gen 380: Best Fitness = 26.00 | Avg Fitness = 60.01
Gen 390: Best Fitness = 26.00 | Avg Fitness = 60.58
Gen 400: Best Fitness = 26.00 | Avg Fitness = 57.81
Gen 410: Best Fitness = 26.00 | Avg Fitness = 58.89
Gen 420: Best Fitness = 26.00 | Avg Fitness = 58.89
Gen 430: Best Fitness = 26.00 | Avg Fitness = 59.18
Gen 440: Best Fitness = 26.00 | Avg Fitness = 59.21
Gen 450: Best Fitness = 26.00 | Avg Fitness = 60.81
Gen 460: Best Fitness = 26.00 | Avg Fitness = 61.44
Gen 470: Best Fitness = 26.00 | Avg Fitness = 59.92
Gen 480: Best Fitness = 26.00 | Avg Fitness = 58.06
Gen 490: Best Fitness = 26.00 | Avg Fitness = 58.07
Gen 500: Best Fitness = 26.00 | Avg Fitness = 59.87
Gen 510: Best Fitness = 26.00 | Avg Fitness = 59.18
Gen 520: Best Fitness = 26.00 | Avg Fitness = 59.23
Gen 530: Best Fitness = 26.00 | Avg Fitness = 60.56
Gen 540: Best Fitness = 26.00 | Avg Fitness = 61.03
Gen 550: Best Fitness = 26.00 | Avg Fitness = 58.15
Gen 560: Best Fitness = 26.00 | Avg Fitness = 59.03
Gen 570: Best Fitness = 26.00 | Avg Fitness = 59.70
Gen 580: Best Fitness = 26.00 | Avg Fitness = 59.79
Gen 590: Best Fitness = 26.00 | Avg Fitness = 60.34
Gen 600: Best Fitness = 26.00 | Avg Fitness = 59.81
Gen 610: Best Fitness = 26.00 | Avg Fitness = 59.62
Gen 620: Best Fitness = 26.00 | Avg Fitness = 58.96
Gen 630: Best Fitness = 26.00 | Avg Fitness = 58.72
Gen 640: Best Fitness = 26.00 | Avg Fitness = 60.01
Gen 650: Best Fitness = 26.00 | Avg Fitness = 58.38
Gen 660: Best Fitness = 26.00 | Avg Fitness = 58.72
Gen 670: Best Fitness = 26.00 | Avg Fitness = 60.97
Gen 680: Best Fitness = 26.00 | Avg Fitness = 61.13
Gen 690: Best Fitness = 26.00 | Avg Fitness = 59.36
Gen 700: Best Fitness = 26.00 | Avg Fitness = 57.15
Gen 710: Best Fitness = 26.00 | Avg Fitness = 58.98
Gen 720: Best Fitness = 26.00 | Avg Fitness = 60.23
Gen 730: Best Fitness = 26.00 | Avg Fitness = 61.89
Gen 740: Best Fitness = 26.00 | Avg Fitness = 57.50
Gen 750: Best Fitness = 26.00 | Avg Fitness = 60.06
Gen 760: Best Fitness = 26.00 | Avg Fitness = 58.76
Gen 770: Best Fitness = 26.00 | Avg Fitness = 59.97
Gen 780: Best Fitness = 26.00 | Avg Fitness = 58.41
Gen 790: Best Fitness = 26.00 | Avg Fitness = 59.11
Gen 800: Best Fitness = 26.00 | Avg Fitness = 58.65
Gen 810: Best Fitness = 26.00 | Avg Fitness = 60.12
Gen 820: Best Fitness = 26.00 | Avg Fitness = 57.93
Gen 830: Best Fitness = 26.00 | Avg Fitness = 59.36
Gen 840: Best Fitness = 26.00 | Avg Fitness = 58.12
Gen 850: Best Fitness = 26.00 | Avg Fitness = 57.72
Gen 860: Best Fitness = 26.00 | Avg Fitness = 60.32
Gen 870: Best Fitness = 26.00 | Avg Fitness = 58.94
Gen 880: Best Fitness = 26.00 | Avg Fitness = 60.13
Gen 890: Best Fitness = 26.00 | Avg Fitness = 60.77
Gen 900: Best Fitness = 26.00 | Avg Fitness = 59.56
Gen 910: Best Fitness = 26.00 | Avg Fitness = 61.27
Gen 920: Best Fitness = 26.00 | Avg Fitness = 57.61
Gen 930: Best Fitness = 26.00 | Avg Fitness = 59.67
Gen 940: Best Fitness = 26.00 | Avg Fitness = 58.07
Gen 950: Best Fitness = 26.00 | Avg Fitness = 59.36
Gen 960: Best Fitness = 26.00 | Avg Fitness = 58.75
Gen 970: Best Fitness = 26.00 | Avg Fitness = 59.91
Gen 980: Best Fitness = 26.00 | Avg Fitness = 60.08
Gen 990: Best Fitness = 26.00 | Avg Fitness = 59.00
Max generations reached.
Run Finished. Final Fitness: 26.0

--- Mutation 0.4 | Run 8/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 41.00 | Avg Fitness = 67.32
Gen 10: Best Fitness = 36.00 | Avg Fitness = 59.25
Gen 20: Best Fitness = 34.00 | Avg Fitness = 58.14
Gen 30: Best Fitness = 31.00 | Avg Fitness = 60.92
Gen 40: Best Fitness = 31.00 | Avg Fitness = 59.89
Gen 50: Best Fitness = 31.00 | Avg Fitness = 61.84
Gen 60: Best Fitness = 31.00 | Avg Fitness = 57.61
Gen 70: Best Fitness = 31.00 | Avg Fitness = 59.99
Gen 80: Best Fitness = 30.00 | Avg Fitness = 58.09
Gen 90: Best Fitness = 30.00 | Avg Fitness = 60.83
Gen 100: Best Fitness = 30.00 | Avg Fitness = 59.84
Gen 110: Best Fitness = 30.00 | Avg Fitness = 58.72
Gen 120: Best Fitness = 30.00 | Avg Fitness = 58.74
Gen 130: Best Fitness = 30.00 | Avg Fitness = 59.19
Gen 140: Best Fitness = 30.00 | Avg Fitness = 59.56
Gen 150: Best Fitness = 30.00 | Avg Fitness = 58.54
Gen 160: Best Fitness = 30.00 | Avg Fitness = 59.41
Gen 170: Best Fitness = 30.00 | Avg Fitness = 59.10
Gen 180: Best Fitness = 30.00 | Avg Fitness = 59.73
Gen 190: Best Fitness = 30.00 | Avg Fitness = 60.65
Gen 200: Best Fitness = 30.00 | Avg Fitness = 56.54
Gen 210: Best Fitness = 30.00 | Avg Fitness = 57.99
Gen 220: Best Fitness = 30.00 | Avg Fitness = 59.87
Gen 230: Best Fitness = 30.00 | Avg Fitness = 57.56
Gen 240: Best Fitness = 30.00 | Avg Fitness = 59.34
Gen 250: Best Fitness = 29.00 | Avg Fitness = 59.69
Gen 260: Best Fitness = 29.00 | Avg Fitness = 57.85
Gen 270: Best Fitness = 29.00 | Avg Fitness = 57.78
Gen 280: Best Fitness = 29.00 | Avg Fitness = 59.22
Gen 290: Best Fitness = 29.00 | Avg Fitness = 57.61
Gen 300: Best Fitness = 29.00 | Avg Fitness = 57.76
Gen 310: Best Fitness = 29.00 | Avg Fitness = 59.33
Gen 320: Best Fitness = 29.00 | Avg Fitness = 59.87
Gen 330: Best Fitness = 29.00 | Avg Fitness = 61.17
Gen 340: Best Fitness = 29.00 | Avg Fitness = 59.53
Gen 350: Best Fitness = 29.00 | Avg Fitness = 59.17
Gen 360: Best Fitness = 29.00 | Avg Fitness = 60.01
Gen 370: Best Fitness = 29.00 | Avg Fitness = 60.66
Gen 380: Best Fitness = 29.00 | Avg Fitness = 59.72
Gen 390: Best Fitness = 29.00 | Avg Fitness = 60.76
Gen 400: Best Fitness = 29.00 | Avg Fitness = 59.26
Gen 410: Best Fitness = 29.00 | Avg Fitness = 58.25
Gen 420: Best Fitness = 29.00 | Avg Fitness = 60.85
Gen 430: Best Fitness = 29.00 | Avg Fitness = 59.97
Gen 440: Best Fitness = 29.00 | Avg Fitness = 60.30
Gen 450: Best Fitness = 29.00 | Avg Fitness = 58.45
Gen 460: Best Fitness = 29.00 | Avg Fitness = 62.77
Gen 470: Best Fitness = 29.00 | Avg Fitness = 59.41
Gen 480: Best Fitness = 29.00 | Avg Fitness = 56.98
Gen 490: Best Fitness = 29.00 | Avg Fitness = 63.10
Gen 500: Best Fitness = 29.00 | Avg Fitness = 61.31
Gen 510: Best Fitness = 29.00 | Avg Fitness = 58.73
Gen 520: Best Fitness = 29.00 | Avg Fitness = 56.66
Gen 530: Best Fitness = 29.00 | Avg Fitness = 60.24
Gen 540: Best Fitness = 29.00 | Avg Fitness = 58.14
Gen 550: Best Fitness = 29.00 | Avg Fitness = 60.95
Gen 560: Best Fitness = 29.00 | Avg Fitness = 58.69
Gen 570: Best Fitness = 29.00 | Avg Fitness = 62.96
Gen 580: Best Fitness = 29.00 | Avg Fitness = 60.19
Gen 590: Best Fitness = 28.00 | Avg Fitness = 58.93
Gen 600: Best Fitness = 28.00 | Avg Fitness = 61.15
Gen 610: Best Fitness = 28.00 | Avg Fitness = 58.93
Gen 620: Best Fitness = 28.00 | Avg Fitness = 59.62
Gen 630: Best Fitness = 28.00 | Avg Fitness = 58.77
Gen 640: Best Fitness = 28.00 | Avg Fitness = 61.31
Gen 650: Best Fitness = 28.00 | Avg Fitness = 59.02
Gen 660: Best Fitness = 28.00 | Avg Fitness = 58.75
Gen 670: Best Fitness = 28.00 | Avg Fitness = 60.78
Gen 680: Best Fitness = 28.00 | Avg Fitness = 59.12
Gen 690: Best Fitness = 28.00 | Avg Fitness = 58.01
Gen 700: Best Fitness = 28.00 | Avg Fitness = 58.41
Gen 710: Best Fitness = 28.00 | Avg Fitness = 58.41
Gen 720: Best Fitness = 28.00 | Avg Fitness = 58.82
Gen 730: Best Fitness = 28.00 | Avg Fitness = 59.22
Gen 740: Best Fitness = 28.00 | Avg Fitness = 60.58
Gen 750: Best Fitness = 28.00 | Avg Fitness = 60.21
Gen 760: Best Fitness = 28.00 | Avg Fitness = 57.87
Gen 770: Best Fitness = 28.00 | Avg Fitness = 59.63
Gen 780: Best Fitness = 28.00 | Avg Fitness = 59.09
Gen 790: Best Fitness = 28.00 | Avg Fitness = 55.73
Gen 800: Best Fitness = 28.00 | Avg Fitness = 60.48
Gen 810: Best Fitness = 28.00 | Avg Fitness = 59.57
Gen 820: Best Fitness = 28.00 | Avg Fitness = 58.10
Gen 830: Best Fitness = 28.00 | Avg Fitness = 59.70
Gen 840: Best Fitness = 28.00 | Avg Fitness = 59.89
Gen 850: Best Fitness = 28.00 | Avg Fitness = 59.31
Gen 860: Best Fitness = 28.00 | Avg Fitness = 59.50
Gen 870: Best Fitness = 28.00 | Avg Fitness = 58.04
Gen 880: Best Fitness = 28.00 | Avg Fitness = 57.68
Gen 890: Best Fitness = 28.00 | Avg Fitness = 58.40
Gen 900: Best Fitness = 28.00 | Avg Fitness = 59.76
Gen 910: Best Fitness = 28.00 | Avg Fitness = 60.01
Gen 920: Best Fitness = 28.00 | Avg Fitness = 59.83
Gen 930: Best Fitness = 28.00 | Avg Fitness = 60.01
Gen 940: Best Fitness = 28.00 | Avg Fitness = 60.70
Gen 950: Best Fitness = 28.00 | Avg Fitness = 62.21
Gen 960: Best Fitness = 28.00 | Avg Fitness = 61.96
Gen 970: Best Fitness = 28.00 | Avg Fitness = 59.72
Gen 980: Best Fitness = 28.00 | Avg Fitness = 59.86
Gen 990: Best Fitness = 28.00 | Avg Fitness = 59.04
Max generations reached.
